#Cell_Idx|Cell_Z|Cell_X|Tier
#C_Idx|C_Z|C_X|Tier
#North America|||
1246|19615|-20555|3
1247|-9404|-8909|3
1248|-20326|-14244|3
1249|-7994|-26131|3
1250|10560|-9460|3
1251|-23809|2147|3
1252|26866|-17966|3
1253|-6167|-9370|3
1254|21684|20814|3
1255|-25827|8015|3
1256|-14681|-13421|3
1257|20156|19060|3
1258|-14969|6480|3
1259|4624|-15970|3
1260|-25998|10539|3
1261|15435|6654|3
1262|22898|-26889|3
1263|-2404|13632|3
1264|1219|-7216|3
1265|19639|10079|3
1266|13941|7318|3
1267|23565|-23457|3
1268|-1455|8645|3
1269|-15034|25936|3
1270|23443|16246|3
1271|-2230|-9767|3
1272|14632|7234|3
1273|19275|9491|3
1274|5034|-2540|3
1275|20746|-26364|3
1276|-10206|22877|3
1277|-19289|4625|3
1278|1421|25302|3
1279|21698|11673|3
1280|-3451|-1288|3
1281|-20294|-20993|3
1282|-7509|26334|3
1283|-19680|-13436|3
1284|11339|-24236|3
1285|4439|16884|3
1286|-21517|-26938|3
1287|26533|-16344|3
1288|18752|24547|3
1289|23407|-4316|3
1290|13461|-3248|3
1291|-7480|-6973|3
1292|-21277|-11522|3
1293|-5642|17634|3
1294|5972|-2845|3
1295|-22425|-4943|3
1296|21711|-10310|3
1297|-11694|-25461|3
1298|9275|14558|3
1299|-9211|-21222|3
1300|20315|7286|3
1301|-16377|-25471|3
1302|-23218|17975|3
1303|19257|17987|3
1304|-9602|10392|3
1305|-13466|20837|3
1306|21561|93|3
1307|-13867|14759|3
1308|-6153|-8284|3
1309|9810|-16597|3
1310|-17239|-16485|3
1311|-13246|14143|3
1312|-6390|-9467|3
1313|19739|21775|3
1314|7271|3244|3
1315|-17332|-12757|3
1316|14797|-18148|3
1317|-17455|23089|3
1318|21579|11393|3
1319|25472|-3177|3
1320|-17691|-26209|3
1321|9745|5623|3
1322|3632|-3499|3
1323|-4971|-8257|3
1324|15880|5462|3
1325|25344|22769|3
1326|-603|26973|3
1327|8522|8172|3
1328|-13047|17014|3
1329|-22684|-6742|3
1330|21236|7016|3
1331|21932|20569|3
1332|-18233|-8515|3
1333|9125|-16805|3
1334|10888|-15903|3
1335|19361|-5838|3
1336|-7122|-24042|3
1337|1362|-21743|3
1338|21056|-22883|3
1339|-19689|4475|3
1340|-2457|343|3
1341|11586|-5653|3
1342|643|4670|3
1343|1847|14939|3
1344|20481|-6715|3
1345|-6649|-18457|3
1346|-516|17782|3
1347|19341|12266|3
1348|8920|1539|3
1349|-21757|-11411|3
1350|-13471|-21754|3
1351|-5654|-5758|3
1352|-26431|-7219|3
1353|-4347|10311|3
1354|-19855|-23743|3
1355|5504|-13072|3
1356|-19591|-24130|3
1357|24330|-10025|3
1358|6582|-18693|3
1359|-5711|-10817|3
1360|26356|-13141|3
1361|21877|9637|3
1362|1743|-20375|3
1363|19820|-20834|3
1364|12152|15975|3
1365|17745|15968|3
1366|8035|-19195|3
1367|-3529|-222|3
1368|21383|-26730|3
1369|3390|17446|3
1370|-19160|-12025|3
1371|25580|8086|3
1372|-24773|21217|3
1373|25748|-19100|3
1374|-73|12014|3
1375|25299|6377|3
1376|26404|12924|3
1377|-13670|1425|3
1378|25062|19825|3
1379|-17580|11262|3
1380|7316|25088|3
1381|2548|26436|3
1382|5613|-1714|3
1383|13346|15788|3
1384|-13958|25956|3
1385|13045|-10837|3
1386|10363|17924|3
1387|-26946|13816|3
1388|10905|-8785|3
1389|-13185|-1435|3
1390|-9182|19736|3
1391|-22811|-5276|3
1392|4100|8730|3
1393|-3763|-21567|3
1394|8253|14636|3
1395|25451|6469|3
1396|22601|3484|3
1397|-21864|-15753|3
1398|-16710|15217|3
1399|-11705|-4047|3
1400|-15881|23630|3
1401|10993|6621|3
1402|26990|13406|3
1403|5832|21061|3
1404|-22630|1419|3
1405|19058|26224|3
1406|-11462|-3352|3
1407|12334|2809|3
1408|-8889|-20378|3
1409|-3398|-21687|3
1410|-8806|-4045|3
1411|-15466|-8364|3
1412|9435|2454|3
1413|-10243|22197|3
1414|-11517|18094|3
1415|-24857|14134|3
1416|7550|4110|3
1417|22119|-7966|3
1418|6539|-7314|3
1419|25307|-20095|3
1420|16245|4734|3
1421|23325|20801|3
1422|7575|18831|3
1423|-11141|16238|3
1424|17063|-2789|3
1425|-4056|15486|3
1426|-20360|-23428|3
1427|14453|-13781|3
1428|-7544|26437|3
1429|-25924|13524|3
1430|2617|-8882|3
1431|10008|13721|3
1432|7303|-26166|3
1433|19900|8264|3
1434|10178|23952|3
1435|-14671|10617|3
1436|10071|13776|3
1437|-10563|-15643|3
1438|-5682|9201|3
1439|-6859|-22548|3
1440|-5238|-8564|3
1441|109|6308|3
1442|731|-4707|3
1443|19991|-25855|3
1444|-19389|20480|3
1445|18725|-4799|3
1446|-1687|-7359|3
1447|-18218|-1707|3
1448|-23149|19868|3
1449|-7521|19240|3
1450|19720|-16179|3
1451|-5722|24815|3
1452|-22442|21697|3
1453|21447|-17188|3
1454|-5970|18122|3
1455|20259|-12542|3
1456|20633|-23785|3
1457|15160|-2799|3
1458|-15598|7941|3
1459|-5999|-9431|3
1460|-25701|13714|3
1461|-9251|20541|3
1462|-25916|7953|3
1463|-17193|-7828|3
1464|4471|-3703|3
1465|16819|11952|3
1466|23613|-23389|3
1467|-19230|-4683|3
1468|20140|14075|3
1469|-3576|-5|3
1470|7642|2236|3
1471|-7463|-25426|3
1472|-13126|21821|3
1473|21744|-26041|3
1474|21851|24735|3
1475|10474|23033|3
1476|-2659|-10681|3
1477|23706|-3100|3
1478|24429|-26882|3
1479|-23377|10937|3
1480|25640|16108|3
1481|-13044|-8274|3
1482|4470|-4192|3
1483|17420|-16328|3
1484|2780|-12502|3
1485|15485|-9442|3
1486|-20080|-16859|3
1487|14869|2219|3
1488|4973|-20798|3
1489|4392|-17520|3
1490|8061|-20051|3
1491|11772|24029|3
1492|-21567|-20851|3
1493|15466|-1338|3
1494|-6961|24441|3
1495|26498|23233|3
1496|-16343|118|3
1497|-14870|12995|3
1498|-262|-18274|3
1499|-3948|-1422|3
1500|9105|2451|3
1501|-11051|-15094|3
1502|-19359|15113|3
1503|-19897|17101|3
1504|-11426|17204|3
1505|18165|-26061|3
1506|6766|-17563|3
1507|16707|24536|3
1508|8374|15902|3
1509|-13992|-12455|3
1510|16355|17432|3
1511|-9470|6838|3
1512|20269|16948|3
1513|21525|13921|3
1514|-14875|11243|3
1515|-11377|-19842|3
1516|16189|16684|3
1517|8694|-5336|3
1518|7147|13042|3
1519|-13561|10936|3
1520|15327|-10996|3
1521|25499|-6012|3
1522|-20731|-26132|3
1523|15140|8997|3
1524|883|10455|3
1525|-7562|24879|3
1526|-8008|6871|3
1527|17637|18251|3
1528|7854|-14723|3
1529|-10248|-23646|3
1530|-24237|-10495|3
1531|18202|-13377|3
1532|21274|19230|3
1533|10675|4474|3
1534|22221|-1874|3
1535|-6612|-2192|3
1536|19073|10293|3
1537|1410|2060|3
1538|-23426|-13776|3
1539|-3457|21463|3
1540|10618|-10716|3
1541|-24946|-22441|3
1542|-2105|-17474|3
1543|-22777|2753|3
1544|921|-19535|3
1545|-25214|-3971|3
1546|16471|8726|3
1547|21195|-816|3
1548|16502|11146|3
1549|-5309|-26152|3
1550|26119|-22245|3
1551|3567|17988|3
1552|25848|-4319|3
1553|-12052|20871|3
1554|-7881|-8190|3
1555|-17554|17199|3
1556|1520|-18243|3
1557|15271|14772|3
1558|-10909|19900|3
1559|26695|-15327|3
1560|26944|25088|3
1561|-13468|23909|3
1562|10106|15172|3
1563|-24719|25594|3
1564|-25265|25152|3
1565|19393|2863|3
1566|-18728|12548|3
1567|4590|-7776|3
1568|22672|-6141|3
1569|-5397|-16639|3
1570|10977|-9345|3
1571|-25673|-3495|3
1572|-26194|2410|3
1573|-16906|4005|3
1574|6806|-20498|3
1575|-25920|-23471|3
1576|-2467|2301|3
1577|3960|-13700|3
1578|19744|-19630|3
1579|24216|-2101|3
1580|20942|20937|3
1581|25082|1677|3
1582|-17702|9214|3
1583|-11745|-6795|3
1584|25550|-16293|3
1585|4695|19907|3
1586|511|-18294|3
1587|-19370|-25076|3
1588|-23231|-15624|3
1589|24377|144|3
1590|3421|12819|3
1591|1082|21659|3
1592|24221|-11258|3
1593|-24689|-6325|3
1594|21703|13531|3
1595|-7877|-8753|3
1596|4714|3629|3
1597|24011|-11902|3
1598|-998|-9572|3
1599|-25224|10219|3
1600|-7475|549|3
1601|24197|-13491|3
1602|-8312|25445|3
1603|26942|11183|3
1604|12447|25064|3
1605|25186|-16648|3
1606|12849|10192|3
1607|22510|-17703|3
1608|-11042|13441|3
1609|-14029|-26092|3
1610|2350|5920|3
1611|13619|-6702|3
1612|3161|-3258|3
1613|4969|19840|3
1614|-14669|-13120|3
1615|7447|3713|3
1616|23356|1388|3
1617|-14548|5137|3
1618|-4312|-26358|3
1619|-12573|12194|3
1620|-2041|26386|3
1621|15399|9994|3
1622|-14634|-25457|3
1623|-25297|-17723|3
1624|9222|-6405|3
1625|-297|-15744|3
1626|-2855|-9503|3
1627|-11737|3053|3
1628|1805|10932|3
1629|-22817|21676|3
1630|-10190|-14574|3
1631|-1299|-19258|3
1632|81|18290|3
1633|-15377|-22527|3
1634|5707|-26740|3
1635|-25186|-22273|3
1636|23163|15976|3
1637|-4507|-18719|3
1638|-8798|21219|3
1639|-715|20655|3
1640|-9442|-10776|3
1641|14796|-15778|3
1642|15274|-7228|3
1643|-7755|23706|3
1644|14536|-16522|3
1645|-1310|-13516|3
1646|-5487|17019|3
1647|17390|7086|3
1648|-3844|-18014|3
1649|-24419|-5330|3
1650|26237|-4834|3
1651|8800|15767|3
1652|8117|22220|3
1653|10051|-21689|3
1654|5469|2244|3
1655|9950|-26259|3
1656|-4633|-17298|3
1657|22988|15036|3
1658|-20879|14827|3
1659|13629|537|3
1660|-1427|6577|3
1661|12383|-9132|3
1662|-19079|-2001|3
1663|-23636|20310|3
1664|147|4194|3
1665|-23766|13566|3
1666|-22272|-11694|3
1667|19164|11025|3
1668|23892|-25674|3
1669|-4233|13779|3
1670|7654|-7439|3
1671|-15904|-26101|3
1672|-16457|-18875|3
1673|-18704|18238|3
1674|-11277|-22132|3
1675|-4838|-16240|3
1676|-20819|21487|3
1677|-5061|10133|3
1678|-11110|-26015|3
1679|18899|-3180|3
1680|16781|12197|3
1681|-7402|-18997|3
1682|18227|-7302|3
1683|-22992|22771|3
1684|-21754|-10625|3
1685|176|-3128|3
1686|-1744|-15401|3
1687|-26859|-26162|3
1688|-4433|-12893|3
1689|1403|-1876|3
1690|-1121|19960|3
1691|18056|-12285|3
1692|-19295|-4978|3
1693|-16532|16539|3
1694|-13884|-13111|3
1695|18150|-16977|3
1696|-16180|-9489|3
1697|564|-25558|3
1698|-14973|23546|3
1699|8746|13949|3
1700|-3572|-16925|3
1701|-21322|-16372|3
1702|13305|-26646|3
1703|17069|7132|3
1704|-13467|-26522|3
1705|13435|20279|3
1706|10183|-7360|3
1707|-4588|7184|3
1708|-12035|-26410|3
1709|-769|-12439|3
1710|181|-13313|3
1711|17218|17865|3
1712|19895|-16302|3
1713|-10455|6676|3
1714|-6883|15830|3
1715|25589|-583|3
1716|-11174|-13808|3
1717|-14685|-3271|3
1718|-6091|14834|3
1719|-10760|12628|3
1720|-6736|6151|3
1721|3294|-18711|3
1722|21531|-16250|3
1723|-2183|-14892|3
1724|-25120|-7362|3
1725|7972|-23059|3
1726|20265|6067|3
1727|23917|-6673|3
1728|6960|7672|3
1729|-26141|-5729|3
1730|-4335|-21198|3
1731|8415|16152|3
1732|11752|792|3
1733|8148|-2891|3
1734|8465|2434|3
1735|13816|23921|3
1736|-8739|-6531|3
1737|278|-9352|3
1738|-19427|9158|3
1739|17017|15106|3
1740|-8062|-32|3
1741|14401|6976|3
1742|-295|-22140|3
1743|26311|20561|3
1744|-6089|-20469|3
1745|-24043|-7976|3
1746|-20216|-17342|3
1747|-4129|7086|3
1748|5767|-14271|3
1749|17185|-23749|3
1750|18453|-23598|3
1751|-17830|2218|3
1752|-16005|20097|3
1753|10990|21740|3
1754|11423|1755|3
1755|22652|19151|3
1756|-24365|-3503|3
1757|-11662|-13473|3
1758|5039|-19353|3
1759|-17520|-2722|3
1760|14716|22735|3
1761|15854|-3014|3
1762|-17199|25041|3
1763|-17053|19661|3
1764|-10688|20089|3
1765|-14672|-15118|3
1766|-26278|-10394|3
1767|-22201|23905|3
1768|24787|11605|3
1769|-21766|-4127|3
1770|20468|22271|3
1771|1652|-15776|3
1772|24927|16320|3
1773|8512|-19506|3
1774|-18184|-7159|3
1775|-20760|-23951|3
1776|14137|-6318|3
1777|16112|26293|3
1778|-1597|13976|3
1779|-17600|-635|3
1780|-19017|-2198|3
1781|-10131|19269|3
1782|-20231|17915|3
1783|-10112|-13406|3
1784|6264|7172|3
1785|16482|-11758|3
1786|16873|20998|3
1787|11849|-8030|3
1788|-20931|14635|3
1789|-3963|9921|3
1790|-20785|-17837|3
1791|19067|-20536|3
1792|1541|-11918|3
1793|-23620|21547|3
1794|-3771|-5594|3
1795|6385|-7693|3
1796|-4906|-11365|3
1797|21050|-20361|3
1798|2567|25233|3
1799|17162|-6700|3
1800|4233|25324|3
1801|-8467|-16972|3
1802|7864|11116|3
1803|6426|-23723|3
1804|-18230|-12660|3
1805|-12444|-3563|3
1806|5833|14516|3
1807|-21625|-3553|3
1808|-496|23261|3
1809|-22229|-3404|3
1810|25036|1399|3
1811|3022|2551|3
1812|-5581|-11644|3
1813|13302|20490|3
1814|-6580|-11813|3
1815|24567|26876|3
1816|1254|-12867|3
1817|-5978|-4936|3
1818|-7175|6771|3
1819|-15395|-18540|3
1820|23754|-18546|3
1821|-6598|23551|3
1822|-19263|24679|3
1823|3618|-18681|3
1824|1197|-26448|3
1825|-5128|25992|3
1826|-5646|24452|3
1827|-20089|12152|3
1828|-9498|-21221|3
1829|-21452|13291|3
1830|1921|7741|3
1831|25783|-8960|3
1832|1758|-1135|3
1833|-11571|-19260|3
1834|-5557|15848|3
1835|16910|-5546|3
1836|-4769|-4420|3
1837|-24139|4917|3
1838|18070|-2918|3
1839|-12706|-13740|3
1840|6489|-16734|3
1841|15208|-19047|3
1842|-3774|-9384|3
1843|-17984|8792|3
1844|-25189|-8193|3
1845|10904|26848|3
1846|21054|4607|3
1847|4796|-19258|3
1848|14625|8814|3
1849|-10596|-24465|3
1850|1455|-1601|3
1851|-22131|20968|3
1852|-26795|20355|3
1853|15226|-12874|3
1854|-12370|22804|3
1855|-896|-3481|3
1856|-11114|-5209|3
1857|-11603|-1336|3
1858|21584|17864|3
1859|-3836|26209|3
1860|-13569|26814|3
1861|5686|-15707|3
1862|-1192|-493|3
1863|-2196|26007|3
1864|-10286|-25969|3
1865|-2018|-13363|3
1866|11215|272|3
1867|-26167|-16913|3
1868|-13654|7461|3
1869|2151|7081|3
1870|-11262|2766|3
1871|-19231|-17123|3
1872|12075|-1856|3
1873|5332|-17933|3
1874|1587|-23029|3
1875|21837|-10810|3
1876|-9646|-10051|3
1877|17299|12454|3
1878|-6394|19430|3
1879|12531|-23409|3
1880|18608|22548|3
1881|-11251|17408|3
1882|15144|-26708|3
1883|-17653|1924|3
1884|-14490|25358|3
1885|-12630|11651|3
1886|-8072|-5997|3
1887|17000|-9523|3
1888|18786|-10124|3
1889|-20337|417|3
1890|1536|-25195|3
1891|1946|-1143|3
1892|-20032|10121|3
1893|17499|13137|3
1894|13764|9590|3
1895|-25801|23021|3
1896|9104|-12272|3
1897|-10100|8728|3
1898|20809|23784|3
1899|-18108|24085|3
1900|1952|-23987|3
1901|7718|15458|3
1902|2628|-8594|3
1903|-17594|-3447|3
1904|898|17785|3
1905|13614|-16857|3
1906|18452|16439|3
1907|-22010|-18054|3
1908|-15184|6575|3
1909|24916|-25668|3
1910|13443|-11765|3
1911|16537|20232|3
1912|-4913|2963|3
1913|8872|-137|3
1914|4413|-18348|3
1915|-26375|-15784|3
1916|-17568|20162|3
1917|10611|14429|3
1918|-4307|-7001|3
1919|17923|26056|3
1920|22822|-14240|3
1921|19344|148|3
1922|20360|-3413|3
1923|6398|-15269|3
1924|-20495|-6224|3
1925|14948|13289|3
1926|6794|-10650|3
1927|-21782|23493|3
1928|25521|-19014|3
1929|1739|9793|3
1930|-16927|-6029|3
1931|2213|2966|3
1932|-13466|15901|3
1933|13601|-5498|3
1934|-6153|26136|3
1935|24542|7060|3
1936|26112|-5770|3
1937|-24492|8506|3
1938|-12218|15659|3
1939|-23165|-196|3
1940|-3630|7423|3
1941|-22525|-10102|3
1942|7538|7933|3
1943|-12479|19705|3
1944|5924|12501|3
1945|-6566|14848|3
1946|21181|20683|3
1947|6085|-18960|3
1948|-3559|-3611|3
1949|-677|-14653|3
1950|-8541|-18646|3
1951|-16002|-19943|3
1952|-22858|18357|3
1953|2349|-9493|3
1954|13896|13471|3
1955|-16789|14255|3
1956|18676|3990|3
1957|22817|22757|3
1958|-20601|6371|3
1959|16580|-4836|3
1960|-10865|-7670|3
1961|20912|19116|3
1962|-18921|1101|3
1963|6842|6584|3
1964|22514|20852|3
1965|-10806|22842|3
1966|-11340|-7581|3
1967|-6675|-13912|3
1968|10014|-26580|3
1969|24571|-3598|3
1970|-23484|8877|3
1971|-20913|3238|3
1972|-5687|2255|3
1973|2665|-3202|3
1974|20561|-18774|3
1975|23886|25611|3
1976|10140|26216|3
1977|-24102|26686|3
1978|-21085|-8551|3
1979|10666|25993|3
1980|-3365|13913|3
1981|-23816|-20740|3
1982|-23599|-18972|3
1983|14136|12238|3
1984|-13009|-10081|3
1985|-21469|23094|3
1986|6884|-18347|3
1987|11272|1437|3
1988|9971|15907|3
1989|20497|7308|3
1990|18666|-5021|3
1991|20145|-3705|3
1992|20415|-12202|3
1993|6278|17185|3
1994|-4830|-7802|3
1995|-17538|14721|3
1996|24992|-4150|3
1997|16768|-22518|3
1998|-5699|21379|3
1999|-2348|-25304|3
2000|-4862|14236|3
2001|-2663|2386|3
2002|-16655|20933|3
2003|-3560|6020|3
2004|18592|-8458|3
2005|-14057|-7518|3
2006|18099|21943|3
2007|22340|-11728|3
2008|-18931|11130|3
2009|-7284|-9183|3
2010|23954|-3976|3
2011|-5975|15975|3
2012|20430|-11096|3
2013|-7335|7579|3
2014|-2741|9412|3
2015|-2751|6374|3
2016|2249|16404|3
2017|-23999|26588|3
2018|2403|20193|3
2019|2719|7974|3
2020|16705|-18677|3
2021|12140|3212|3
2022|-15814|3683|3
2023|-8622|-26876|3
2024|-16359|-10570|3
2025|-26217|-3246|3
2026|98|13285|3
2027|-18961|-19854|3
2028|5347|-24660|3
2029|-4016|19471|3
2030|3435|-9337|3
2031|-8981|-19788|3
2032|-16706|7080|3
2033|25337|-21684|3
2034|-2416|-5923|3
2035|3787|-21836|3
2036|-24619|6399|3
2037|9665|3871|3
2038|-1108|-15839|3
2039|-16426|-12076|3
2040|2394|413|3
2041|5738|-13013|3
2042|-3704|-21762|3
2043|15191|-16216|3
2044|-21600|4656|3
2045|23432|25439|3
2046|23771|-2428|3
2047|-22531|-22505|3
2048|-12445|-7124|3
2049|-23298|7484|3
2050|-8628|25002|3
2051|-5958|-11349|3
2052|-8978|-15733|3
2053|1658|3373|3
2054|19751|-3008|3
2055|5471|-11238|3
2056|17818|-10394|3
2057|-13903|20680|3
2058|-7019|-1214|3
2059|-8362|21787|3
2060|-15633|6518|3
2061|-7211|-807|3
2062|-12076|-19737|3
2063|-8509|-8352|3
2064|-11809|5626|3
2065|19239|20079|3
2066|-18966|3309|3
2067|16719|335|3
2068|-9807|10144|3
2069|-12304|-2829|3
2070|-1152|-21335|3
2071|-19722|7999|3
2072|-15667|7325|3
2073|5177|7766|3
2074|633|13|3
2075|6936|21948|3
2076|24226|20303|3
2077|-18806|-11809|3
2078|7379|26583|3
2079|10212|-3121|3
2080|-2281|-12526|3
2081|-10782|11312|3
2082|25963|-8266|3
2083|-10079|26611|3
2084|19257|21014|3
2085|-26542|-14343|3
2086|16994|-12565|3
2087|-21832|3586|3
2088|22057|3042|3
2089|13360|12273|3
2090|23646|3488|3
2091|8360|-12135|3
2092|-8310|-18219|3
2093|-7250|-3061|3
2094|-7270|-6202|3
2095|23439|483|3
2096|20314|-8225|3
2097|11363|10431|3
2098|-1361|8189|3
2099|21781|8284|3
2100|6355|16905|3
2101|6573|3104|3
2102|20893|23497|3
2103|-10885|-5503|3
2104|13012|-4466|3
2105|946|25166|3
2106|12420|18697|3
2107|-5078|14672|3
2108|-23526|12131|3
2109|-24226|14418|3
2110|9440|5564|3
2111|-4692|-22145|3
2112|-2732|21952|3
2113|26622|24845|3
2114|11346|-23488|3
2115|-24471|-23707|3
2116|-12670|5418|3
2117|-26472|-5801|3
2118|11129|-11905|3
2119|2894|-8759|3
2120|-4976|19047|3
2121|1993|8226|3
2122|-1444|25031|3
2123|9507|-8181|3
2124|10852|6451|3
2125|-888|22745|3
2126|7512|20566|3
2127|-1667|2205|3
2128|23828|26085|3
2129|11815|-2397|3
2130|20283|-3157|3
2131|12654|-21126|3
2132|9644|19582|3
2133|-10247|-9972|3
2134|-8647|-25111|3
2135|5775|13099|3
2136|-17823|-8498|3
2137|-3627|12525|3
2138|-14416|-2670|3
2139|7401|20266|3
2140|-7858|25217|3
2141|20134|24330|3
2142|12100|-18335|3
2143|8389|-23435|3
2144|-3638|8815|3
2145|-12203|25552|3
2146|24273|26238|3
2147|-22648|3407|3
2148|25083|12724|3
2149|25655|2359|3
2150|-18004|-26313|3
2151|7335|7612|3
2152|963|-20793|3
2153|17946|9490|3
2154|11266|19211|3
2155|-13785|26962|3
2156|-4449|-17659|3
2157|16117|-10131|3
2158|2109|8920|3
2159|26200|25151|3
2160|-5760|-12496|3
2161|22721|-146|3
2162|21836|-20199|3
2163|-12007|-16742|3
2164|8482|21600|3
2165|-422|-11749|3
2166|8778|17071|3
2167|20080|-3658|3
2168|-3851|17971|3
2169|-19670|2249|3
2170|1965|-18587|3
2171|18760|-22647|3
2172|3431|-4284|3
2173|13286|-11087|3
2174|-7209|-13129|3
2175|-11781|-15816|3
2176|2024|9572|3
2177|-24466|-450|3
2178|-25036|638|3
2179|23880|8658|3
2180|-20041|3241|3
2181|3667|9885|3
2182|17305|9448|3
2183|23440|10877|3
2184|-3054|-22781|3
2185|-17563|-5232|3
2186|-12848|-2434|3
2187|19851|22952|3
2188|18544|11009|3
2189|-5912|8646|3
2190|1879|13886|3
2191|-25557|2126|3
2192|23065|4083|3
2193|22270|-10492|3
2194|-6446|18370|3
2195|-16169|-12300|3
2196|17645|24877|3
2197|-9405|23867|3
2198|15455|-24956|3
2199|-18496|-8094|3
2200|8673|-26406|3
2201|-22769|-24632|3
2202|14648|20099|3
2203|-25291|-17930|3
2204|-13174|-7713|3
2205|-14269|-19901|3
2206|-14535|-9839|3
2207|5057|20130|3
2208|15328|-2721|3
2209|-10122|-24981|3
2210|-17915|-14034|3
2211|-12322|3984|3
2212|-12077|-4382|3
2213|4673|9556|3
2214|22032|6841|3
2215|8403|-13944|3
2216|11206|-21968|3
2217|-12609|-5361|3
2218|7472|7994|3
2219|-1757|6056|3
2220|-15053|6139|3
2221|-10909|-9326|3
2222|-26082|-16939|3
2223|22228|-6198|3
2224|-24853|23895|3
2225|5608|-5127|3
2226|-22083|17331|3
2227|8940|25886|3
2228|-21020|12609|3
2229|-1727|13922|3
2230|22022|14550|3
2231|9757|12031|3
2232|2567|-16182|3
2233|23537|-2348|3
2234|26117|-11871|3
2235|14241|-11332|3
2236|-13298|9585|3
2237|17119|25189|3
2238|431|-6881|3
2239|-19297|-22701|3
2240|-7877|-23501|3
2241|16720|-176|3
2242|26283|10546|3
2243|-15707|4102|3
2244|-12559|-4335|3
2245|-5775|14645|3
2246|22865|-6258|3
2247|15639|15518|3
2248|-11574|11537|3
2249|-25197|13715|3
2250|23861|-23614|3
2251|14388|-12080|3
2252|-10784|23825|3
2253|17235|4977|3
2254|19011|12503|3
2255|-11035|12674|3
2256|16658|22650|3
2257|-6590|-15027|3
2258|16315|-17478|3
2259|-21581|13699|3
2260|9969|-22127|3
2261|-25133|25894|3
2262|4696|19655|3
2263|-4930|20782|3
2264|23555|7451|3
2265|-6759|3601|3
2266|-382|-2807|3
2267|5980|-20719|3
2268|23691|19938|3
2269|17704|-6993|3
2270|3517|-9628|3
2271|6907|-25248|3
2272|1587|-7323|3
2273|-17244|-7653|3
2274|-26159|-9208|3
2275|-891|-14011|3
2276|-10290|-4190|3
2277|249|-3519|3
2278|-22276|-7177|3
2279|24899|11396|3
2280|-19754|5581|3
2281|-11253|23315|3
2282|6391|5181|3
2283|-22865|23645|3
2284|-11988|-26539|3
2285|15993|8927|3
2286|25623|-12632|3
2287|-21628|-17375|3
2288|-13538|23629|3
2289|24631|-9464|3
2290|-10241|13928|3
2291|12594|16573|3
2292|23714|-23233|3
2293|-7003|-6935|3
2294|2418|8811|3
2295|1476|5828|3
2296|6283|-12817|3
2297|-4913|26786|3
2298|16575|3535|3
2299|5769|-22545|3
2300|-9684|11025|3
2301|21267|-11523|3
2302|-11278|-20995|3
2303|20923|17379|3
2304|-12116|24641|3
2305|17359|13860|3
2306|23893|-5010|3
2307|24694|-1610|3
2308|-21936|-20149|3
2309|13503|-12229|3
2310|-8106|-21752|3
2311|20606|6734|3
2312|-527|16261|3
2313|-3315|-24941|3
2314|15778|5002|3
2315|7086|-7432|3
2316|23093|2422|3
2317|-11333|17719|3
2318|-10472|-20116|3
2319|-16662|13740|3
2320|-23920|6450|3
2321|-7195|-22025|3
2322|2785|2804|3
2323|-14603|2144|3
2324|15846|-26043|3
2325|19172|-4200|3
2326|-1205|24513|3
2327|-22341|17331|3
2328|-21162|-13295|3
2329|-13179|-22076|3
2330|10921|-7935|3
2331|17447|16729|3
2332|-12435|-19211|3
2333|13495|2850|3
2334|11172|17975|3
2335|7750|21332|3
2336|1167|-23193|3
2337|14259|9413|3
2338|14628|18031|3
2339|7839|-2623|3
2340|-21104|-12080|3
2341|-20535|3405|3
2342|-2854|-7651|3
2343|21233|9109|3
2344|-12225|26297|3
2345|-21625|-9257|3
2346|1509|-14257|3
2347|9779|22760|3
2348|-15008|7357|3
2349|22471|-23125|3
2350|7909|17870|3
2351|7909|2771|3
2352|13051|24607|3
2353|-3938|17700|3
2354|15822|-8432|3
2355|-10475|15393|3
2356|-23624|-1451|3
2357|14021|-15785|3
2358|-21038|6830|3
2359|-8517|-12081|3
2360|15487|-19343|3
2361|-17461|2232|3
2362|-26421|8730|3
2363|-985|-10921|3
2364|11069|-24951|3
2365|-9532|-5171|3
2366|5042|-11080|3
2367|16204|-912|3
2368|3274|-7370|3
2369|-4354|17776|3
2370|-798|1711|3
2371|16471|9904|3
2372|-5416|-7168|3
2373|26220|-6071|3
2374|11926|-8490|3
2375|-26591|-12340|3
2376|6421|-26800|3
2377|-23007|20671|3
2378|10994|-26489|3
2379|15906|-26073|3
2380|7180|-9181|3
2381|-23287|-15582|3
2382|8007|9416|3
2383|9036|2562|3
2384|24086|-21319|3
2385|-8588|9354|3
2386|-9591|-23260|3
2387|-23082|11267|3
2388|-10366|-24111|3
2389|19729|16828|3
2390|-9831|-23355|3
2391|25674|-20706|3
2392|-21701|-17494|3
2393|17233|-12190|3
2394|-15506|-16263|3
2395|13074|7884|3
2396|-2981|-7459|3
2397|-24101|-18613|3
2398|-7281|21611|3
2399|-16332|7147|3
2400|-4641|16742|3
2401|17951|-21061|3
2402|26291|-14075|3
2403|-12921|24933|3
2404|-20909|-18003|3
2405|-20440|17000|3
2406|-23916|-24183|3
2407|7058|-8069|3
2408|-14233|6550|3
2409|20528|13684|3
2410|16262|-7223|3
2411|11361|943|3
2412|-23995|-10323|3
2413|12158|-1061|3
